Gujarati_PAT,Gujarati_SAT,Mathematics_PAT,Mathematics_SAT,Science_PAT,Science_SAT,SocialScience_PAT,SocialScience_SAT,English_PAT,English_SAT,Hindi_PAT,Hindi_SAT,Attendance,Assessment,Final_Score
19,24,18,65,1,1,7,69,5,5,10,71,45,100,34.166666666666664
12,76,13,57,2,36,14,52,17,40,11,55,80,46,38.26666666666667
17,11,12,26,17,46,12,66,6,50,8,25,39,93,32.93333333333334
0,18,3,15,16,68,18,73,8,22,4,60,18,39,26.03333333333333
9,78,20,39,9,50,6,26,15,52,18,39,61,19,32.06666666666667
10,38,14,34,12,27,9,79,17,73,8,35,24,48,30.933333333333334
8,47,8,76,4,13,17,38,17,16,16,41,70,36,30.666666666666668
18,44,8,18,2,6,17,67,2,20,2,80,37,27,25.333333333333332
16,65,1,37,9,65,3,75,3,71,2,40,96,28,38.2
11,4,16,69,13,58,17,45,8,8,16,17,19,95,30.2
0,41,10,59,6,26,2,23,8,80,16,0,12,3,19.566666666666666
9,13,11,45,0,5,8,41,7,68,18,72,54,63,31.500000000000004
12,32,19,5,2,8,16,13,1,21,5,71,94,39,26.96666666666667
11,66,13,15,4,65,12,8,19,76,4,21,34,54,29.733333333333334
14,29,12,40,15,47,10,12,19,42,11,40,51,6,25.1
7,36,9,59,20,73,1,4,18,16,19,11,29,45,25.6
6,58,7,6,20,6,20,11,5,55,11,26,0,62,21.6
12,8,5,64,5,63,4,68,13,35,14,32,21,80,31.633333333333336
12,23,17,19,3,53,4,34,20,7,3,78,99,6,28.700000000000003
20,25,20,13,16,2,11,64,1,23,18,73,28,31,24.966666666666672
2,12,15,78,4,59,18,4,3,15,10,70,17,27,23.733333333333334
9,75,7,80,19,18,6,12,14,5,5,65,3,97,31.0
13,66,9,18,18,32,15,28,12,65,8,11,21,8,22.566666666666666
1,28,12,35,12,46,0,26,16,72,1,78,46,73,33.7
6,0,12,75,16,11,11,49,0,12,14,9,81,33,25.733333333333334
4,59,17,20,3,2,2,60,12,71,9,52,33,31,27.133333333333336
4,67,7,77,14,42,13,55,16,60,10,39,45,11,32.53333333333333
10,17,18,33,11,16,0,34,6,70,5,67,2,28,22.133333333333333
3,21,10,2,6,34,18,65,15,60,20,75,14,35,26.833333333333336
12,40,3,64,2,50,0,43,5,1,0,31,11,46,22.433333333333337
15,22,20,0,2,80,8,27,1,73,1,26,88,7,27.833333333333336
12,69,3,43,7,12,14,44,3,77,9,32,86,21,32.36666666666667
16,55,5,59,14,50,5,71,17,14,15,57,75,0,32.7
16,69,7,0,12,65,4,34,5,12,11,26,91,49,31.4
13,60,11,56,11,10,13,56,4,19,12,51,26,40,27.666666666666668
12,62,0,41,6,73,12,4,18,40,19,39,38,40,29.533333333333335
8,66,6,18,11,66,8,18,0,65,15,77,31,97,36.66666666666667
12,15,17,23,16,73,15,18,2,27,20,56,84,47,32.7
7,46,2,73,8,65,15,46,20,46,2,48,39,33,32.4
11,44,10,2,17,30,11,74,2,72,12,60,55,37,32.2
9,61,20,34,14,62,2,19,19,32,14,26,72,40,32.0
0,48,8,15,2,17,14,14,0,28,6,63,9,79,23.133333333333333
7,53,11,30,3,41,15,21,13,19,1,73,89,86,36.63333333333333
9,74,16,54,6,61,4,67,18,38,0,75,32,60,37.333333333333336
5,14,0,53,1,34,3,44,19,42,14,35,23,66,26.500000000000004
0,72,17,74,18,33,3,39,16,13,15,48,66,40,33.800000000000004
20,6,2,69,20,1,13,74,10,77,0,14,70,17,29.099999999999998
8,70,12,55,19,45,2,42,17,46,4,13,25,22,26.9
20,46,1,66,7,40,19,64,3,25,8,18,9,82,30.233333333333334
2,39,8,34,11,48,10,38,17,42,14,20,98,35,32.16666666666667
13,11,20,54,9,46,7,64,19,21,16,65,40,66,33.6
18,72,6,43,20,50,16,51,17,76,12,20,41,7,31.533333333333335
18,67,2,25,9,32,8,33,4,21,0,26,8,90,26.133333333333336
1,18,17,58,7,14,7,30,7,42,17,40,88,91,35.1
0,65,6,15,17,31,13,54,4,53,6,6,80,22,28.200000000000003
7,20,10,1,12,5,4,58,7,21,3,20,47,96,25.500000000000004
14,66,15,62,17,48,20,63,16,48,13,71,90,93,48.5
0,71,3,7,14,65,18,47,8,49,8,43,1,3,22.600000000000005
6,63,15,25,8,12,7,37,20,15,11,49,76,63,31.76666666666667
1,36,4,7,13,15,15,62,18,70,15,72,100,11,32.96666666666667
1,33,0,77,11,10,18,24,10,48,20,61,78,49,33.56666666666667
4,39,6,15,9,48,2,27,8,37,9,50,10,8,18.733333333333334
11,77,12,18,3,76,17,32,14,55,15,42,85,41,37.4
14,30,7,31,13,73,5,50,5,43,17,54,40,70,33.8
6,77,6,48,3,67,17,74,0,36,6,56,7,17,28.799999999999997
2,59,11,69,7,30,10,75,12,16,8,70,77,17,34.00000000000001
11,34,16,41,19,32,5,32,20,37,12,71,37,6,26.3
5,38,3,69,18,29,17,13,11,31,2,25,100,18,29.2
7,48,14,31,11,4,2,79,2,37,1,33,86,4,26.93333333333333
9,15,7,32,1,40,8,40,1,12,9,10,62,38,22.26666666666667
18,38,10,41,9,56,5,44,9,38,15,59,30,0,25.800000000000004
20,22,9,13,7,59,12,44,18,2,6,78,91,75,35.93333333333334
4,45,13,18,17,10,15,26,8,61,15,66,26,74,29.866666666666667
9,36,17,10,3,9,16,46,19,40,18,22,84,67,31.433333333333334
16,79,5,69,9,19,9,75,10,63,5,39,77,45,38.73333333333334
11,52,11,34,4,4,8,33,6,59,7,20,60,83,30.900000000000002
1,66,17,61,11,59,4,4,9,69,6,14,97,84,39.5
10,17,0,28,11,80,0,17,6,3,4,14,60,0,18.666666666666668
14,72,19,66,9,71,15,49,5,64,1,53,29,88,40.900000000000006
10,34,3,14,1,24,19,59,9,68,16,26,50,21,25.96666666666667
3,71,1,46,3,20,13,72,12,79,10,45,14,10,27.400000000000002
6,22,5,1,0,32,18,41,18,69,7,75,50,64,31.0
12,44,5,28,4,11,18,23,7,29,17,22,31,37,21.46666666666667
5,34,7,8,8,56,6,5,17,22,12,50,56,63,27.233333333333334
2,65,19,34,11,54,3,49,19,10,1,18,94,12,29.600000000000005
14,19,0,6,2,36,19,8,4,37,20,72,15,99,27.200000000000003
4,79,6,4,8,19,14,58,19,62,0,70,41,77,34.66666666666667
5,14,1,59,11,38,13,23,0,41,6,9,39,15,20.06666666666667
17,52,4,57,5,8,10,31,17,34,0,37,34,88,30.33333333333334
2,44,6,46,2,16,20,2,14,65,6,29,28,0,19.6
7,65,4,64,15,73,20,61,14,25,5,51,70,43,38.233333333333334
7,11,15,19,7,35,19,64,1,43,19,64,94,55,35.16666666666667
19,7,7,33,14,41,11,1,12,76,15,61,99,10,30.700000000000003
1,8,20,23,16,59,15,37,9,16,19,55,67,89,34.13333333333333
9,70,13,45,14,49,4,30,14,44,3,15,4,78,28.866666666666667
6,16,7,7,9,74,6,45,12,52,9,44,2,91,28.43333333333333
19,32,4,7,0,63,15,1,8,27,6,72,43,66,27.833333333333336
1,26,11,38,18,50,13,18,15,77,18,4,49,37,27.866666666666664
17,20,20,20,19,67,7,19,8,54,8,37,46,25,26.833333333333336
5,79,17,24,15,5,0,10,15,59,5,48,50,34,27.200000000000003
3,16,15,43,20,29,9,20,14,26,9,36,73,83,31.6
14,36,2,7,7,26,17,70,12,18,10,0,61,50,25.700000000000003
6,72,8,79,1,62,9,1,9,14,18,72,14,92,34.0
15,70,2,9,13,43,14,40,4,53,12,77,94,53,38.16666666666667
6,11,20,40,13,46,13,28,8,32,15,28,94,7,27.433333333333334
0,79,10,3,18,31,2,22,20,55,20,34,99,80,37.5
8,73,7,31,8,11,10,17,0,73,17,45,67,92,35.9
12,64,12,12,16,15,14,1,20,30,12,64,88,0,26.933333333333334
16,14,13,59,3,31,0,65,8,26,17,22,18,31,23.166666666666668
7,74,10,60,15,54,16,60,4,67,15,33,61,18,35.56666666666667
14,31,4,61,0,29,2,77,11,27,0,6,3,49,22.66666666666667
8,25,19,37,1,7,0,42,9,23,2,20,9,71,20.866666666666667
7,9,4,15,20,7,19,64,10,74,18,58,64,96,36.333333333333336
10,47,3,39,14,39,19,61,13,52,8,13,88,27,32.7
10,16,15,70,1,24,15,30,2,56,20,78,15,90,32.96666666666667
4,18,9,65,9,6,7,32,17,21,5,37,14,25,19.233333333333334
5,3,17,66,16,53,6,51,0,32,19,56,0,100,31.6
15,7,12,27,3,62,0,80,20,4,12,80,75,47,33.66666666666667
17,64,2,1,12,24,1,79,1,25,2,1,4,70,22.66666666666667
9,24,0,39,12,55,17,33,13,70,4,18,81,64,34.1
18,32,2,44,6,65,10,0,0,47,6,25,72,88,33.0
17,35,17,32,18,67,10,27,16,36,10,78,1,86,32.900000000000006
15,4,7,28,3,75,3,32,2,73,9,72,89,54,35.833333333333336
19,17,7,14,17,44,3,44,18,24,5,36,47,97,30.933333333333337
5,65,6,9,16,38,8,37,1,65,4,60,61,99,36.93333333333334
20,5,14,21,2,55,4,40,2,68,19,19,77,69,32.53333333333333
5,26,14,19,1,59,0,43,6,10,4,14,36,71,24.1
4,51,18,57,3,24,9,3,19,67,12,41,78,37,32.03333333333333
1,29,8,64,4,69,14,30,17,25,19,1,10,17,21.433333333333334
12,40,5,7,11,76,1,58,20,0,4,61,2,59,25.766666666666673
8,69,17,14,10,6,10,78,19,14,15,80,37,57,32.06666666666667
1,39,17,1,4,57,18,39,15,62,9,32,43,4,24.3
6,76,16,12,4,7,5,65,7,2,2,2,66,89,29.1
16,26,0,27,7,47,7,2,13,0,12,4,45,8,16.033333333333335
11,67,8,27,20,33,5,62,11,48,15,75,13,8,27.56666666666667
9,78,1,71,15,46,13,0,15,18,11,54,22,56,29.866666666666667
9,26,18,43,16,58,8,7,0,25,19,67,82,22,30.133333333333336
19,15,8,60,12,49,15,39,13,15,18,70,10,5,23.700000000000003
10,58,8,12,11,68,8,67,10,68,9,45,91,67,40.73333333333334
20,60,0,56,17,73,7,15,16,73,4,38,61,83,39.66666666666667
3,67,6,71,2,65,14,4,8,42,10,18,1,44,25.16666666666667
15,45,10,12,11,60,2,14,15,14,15,71,64,24,27.733333333333334
9,69,0,11,3,73,5,11,19,27,19,56,96,41,33.833333333333336
18,30,4,65,11,5,6,39,2,0,7,19,42,41,22.033333333333335
13,37,15,9,8,41,12,33,20,22,6,68,15,55,25.933333333333334
20,74,13,22,2,75,6,27,9,35,17,22,45,95,35.46666666666667
6,56,11,43,4,13,17,24,7,2,6,62,56,1,22.433333333333337
5,38,14,49,1,69,5,48,1,23,14,5,48,93,32.233333333333334
1,41,19,48,8,62,2,2,8,66,2,38,76,15,28.900000000000006
16,70,16,10,5,20,10,51,8,66,20,14,43,52,29.9
4,2,2,37,12,17,7,39,15,63,15,47,44,30,24.733333333333334
0,74,11,12,18,32,2,54,14,39,0,19,68,28,27.933333333333337
15,34,18,67,19,42,20,19,5,48,1,39,42,86,34.6
18,77,5,14,3,18,4,42,12,37,2,27,82,77,33.16666666666667
18,61,12,15,3,29,14,52,7,72,1,57,18,61,30.633333333333336
5,60,5,27,15,12,19,25,1,62,3,21,13,73,25.6
14,57,7,79,20,31,1,30,13,5,1,66,91,38,34.5
2,3,17,25,13,12,5,12,3,57,8,11,32,49,19.299999999999997
5,60,20,72,6,64,5,21,6,64,2,38,36,5,28.3
12,45,20,22,16,27,11,72,8,44,15,15,4,52,26.066666666666666
12,39,10,59,18,35,1,0,15,2,6,8,23,29,18.866666666666667
12,23,14,76,9,9,5,27,19,29,12,22,78,10,25.933333333333334
19,20,4,20,8,56,18,43,20,41,18,63,79,57,35.6
15,5,11,61,3,22,1,57,14,9,0,67,6,39,22.16666666666667
20,76,17,37,8,5,14,25,5,12,2,25,68,62,29.4
13,14,6,27,18,14,6,24,19,5,16,45,39,49,22.6
14,18,9,76,15,64,9,71,13,14,11,29,76,86,39.06666666666667
10,11,20,55,1,16,0,73,12,6,6,65,51,27,26.133333333333333
14,15,6,60,11,20,11,22,11,50,4,28,100,22,29.0
10,1,10,64,8,72,20,28,0,46,7,59,47,20,28.366666666666667
7,12,3,76,9,66,6,4,3,21,5,46,55,48,27.5
18,30,0,45,2,77,5,17,18,8,14,57,62,36,29.200000000000003
17,47,11,34,1,14,19,31,7,66,11,51,56,47,30.900000000000002
4,10,16,52,8,28,4,49,5,14,14,21,58,29,23.700000000000003
3,78,15,63,14,33,9,31,6,30,1,62,59,73,36.2
14,25,8,31,2,47,12,65,6,22,16,25,51,88,32.10000000000001
3,63,14,42,11,33,15,23,16,59,7,69,28,67,33.166666666666664
20,19,13,18,4,20,13,25,2,79,17,65,52,92,34.06666666666667
1,17,1,54,11,7,12,9,4,69,8,35,35,20,20.700000000000003
5,76,0,60,8,10,11,80,15,7,2,54,40,81,33.96666666666667
5,65,15,52,13,4,3,16,11,45,16,55,1,1,20.200000000000003
17,39,0,39,8,52,5,49,13,16,13,32,75,59,32.266666666666666
4,67,1,23,10,19,3,58,10,63,10,66,17,6,24.566666666666666
16,27,9,65,20,1,5,49,12,3,13,76,93,51,34.13333333333333
15,61,14,52,4,36,8,15,19,27,12,65,25,78,32.16666666666667
16,54,5,3,14,40,14,60,11,25,13,67,18,37,26.96666666666667
15,69,17,35,13,13,4,30,19,17,16,17,89,67,33.26666666666667
17,33,11,0,6,5,4,13,15,68,2,70,56,97,31.56666666666667
5,13,11,29,7,72,2,7,0,73,14,75,77,96,37.833333333333336
19,6,9,46,16,14,15,43,15,42,11,41,25,43,25.26666666666667
11,35,20,36,14,33,1,28,7,55,14,75,19,48,28.63333333333333
15,64,8,29,9,58,18,10,18,55,16,22,30,65,30.96666666666667
7,6,7,54,16,5,14,8,0,37,13,15,49,37,20.733333333333334
17,10,19,56,17,19,12,11,13,77,10,77,73,65,36.333333333333336
16,14,16,24,7,63,5,26,6,64,5,26,9,70,26.03333333333333
11,67,10,80,6,30,20,46,10,64,16,22,76,0,33.06666666666667
15,68,20,36,19,9,0,11,8,18,13,63,80,75,34.166666666666664
2,66,4,47,16,77,18,20,18,14,8,32,56,72,34.26666666666667
6,6,2,62,15,48,12,68,11,65,16,30,67,79,37.333333333333336
16,58,15,42,3,28,17,40,11,61,3,31,88,20,32.46666666666667
7,71,14,63,9,20,0,49,6,4,11,63,14,0,22.53333333333333
7,16,4,18,10,44,19,8,18,4,1,25,73,4,19.3
5,8,12,9,8,25,0,11,1,76,12,12,30,2,15.133333333333333
3,73,0,36,9,10,2,40,11,38,3,76,51,72,32.36666666666667
1,52,9,76,5,6,20,59,5,29,15,3,83,83,35.266666666666666
5,56,5,66,18,79,20,32,11,16,13,64,50,92,39.86666666666667
0,57,19,45,9,64,6,29,13,22,15,27,71,23,29.8
11,28,9,69,15,34,4,76,0,7,15,47,31,51,29.200000000000006
10,47,0,12,10,11,8,69,18,19,18,64,33,11,23.46666666666667
14,55,3,13,3,43,19,10,18,4,20,51,1,71,24.06666666666667
1,43,17,11,11,63,7,28,4,26,14,77,61,77,33.93333333333334
19,24,8,11,6,71,14,19,8,46,12,58,31,75,30.333333333333336
2,27,10,65,0,23,19,31,5,44,10,46,6,79,27.300000000000004
5,66,1,50,0,40,7,50,10,33,8,29,23,39,26.133333333333333
0,71,12,16,2,15,5,8,17,49,4,50,59,55,28.0
15,16,7,58,9,38,3,20,11,45,11,47,24,34,24.46666666666667
14,28,8,31,16,11,19,1,13,21,15,52,13,79,24.46666666666667
4,19,20,51,19,24,3,30,12,21,1,40,86,60,30.866666666666667
2,11,19,15,13,55,14,72,6,14,13,58,22,47,26.366666666666667
14,78,15,10,9,54,20,21,7,69,9,22,28,93,33.96666666666667
14,40,20,56,9,75,8,6,11,36,12,20,88,28,32.06666666666667
1,23,8,50,13,15,10,2,15,71,18,6,53,36,24.366666666666667
1,30,11,37,19,48,8,10,9,18,16,37,5,83,25.066666666666666
19,8,20,40,3,73,6,23,0,61,11,66,49,64,33.3
14,68,13,2,13,9,0,39,8,40,3,56,43,54,27.366666666666667
0,34,19,9,14,10,5,80,16,43,4,43,33,83,30.06666666666667
2,43,12,18,11,48,15,76,6,19,0,23,23,83,28.800000000000004
18,58,17,19,4,47,3,66,19,70,16,52,78,75,41.233333333333334
3,70,8,17,13,17,11,33,17,20,12,78,95,83,37.733333333333334
2,14,15,12,4,67,16,32,5,1,15,5,48,62,23.533333333333335
3,76,20,15,9,18,20,63,10,38,14,51,6,71,30.16666666666667
14,43,4,31,6,45,14,11,0,22,13,77,9,93,28.866666666666664
6,28,8,36,8,43,16,11,13,78,13,30,38,15,24.633333333333333
0,28,0,53,5,64,7,79,0,48,12,62,50,50,33.86666666666667
19,28,7,77,13,29,10,10,9,23,11,0,4,27,18.833333333333332
14,74,4,49,8,53,18,20,16,12,16,11,24,69,28.96666666666667
11,24,0,72,9,31,6,12,2,77,5,11,42,86,30.133333333333333
2,4,18,56,6,3,19,19,4,22,11,50,83,20,24.56666666666667
3,34,11,68,3,18,11,9,6,57,4,61,85,100,37.5
11,42,2,24,19,51,11,54,12,21,6,2,25,35,23.0
10,21,19,49,9,76,7,62,8,33,15,41,27,32,29.233333333333334
3,30,19,56,19,17,9,46,17,21,10,76,11,63,28.933333333333337
4,73,13,32,17,32,19,61,5,80,13,9,91,31,36.06666666666667
5,52,17,77,7,52,1,37,12,26,7,67,84,81,40.5
11,50,7,9,17,10,20,74,3,74,17,75,51,94,38.96666666666667
8,31,8,12,10,3,8,33,18,40,16,4,25,73,22.533333333333335
11,28,5,59,18,19,19,74,14,44,19,32,15,51,29.400000000000002
3,9,2,38,18,45,18,57,3,25,11,34,64,14,25.333333333333336
3,65,5,40,8,23,4,71,10,64,13,18,46,58,32.0
19,45,17,47,13,42,14,18,15,62,17,28,83,23,33.06666666666667
19,69,0,4,18,48,5,45,12,1,1,66,57,2,25.1
14,17,2,1,3,11,12,30,8,58,4,14,14,8,13.8
9,73,9,78,3,30,3,66,20,24,13,10,78,30,33.333333333333336
14,10,16,38,18,72,3,73,7,41,0,27,21,14,24.76666666666667
7,31,1,39,8,54,7,37,15,26,2,78,83,74,36.03333333333334
14,23,6,75,19,11,20,6,17,21,15,66,17,13,22.53333333333333
13,12,12,41,9,25,19,58,7,37,2,69,26,18,24.66666666666667
20,70,12,25,14,52,7,31,12,73,4,5,30,47,29.366666666666667
5,16,12,9,16,44,11,71,0,32,19,6,58,35,25.366666666666667
11,58,2,65,17,72,1,44,18,80,10,38,58,55,39.03333333333333
17,1,14,10,17,35,11,55,6,10,15,61,38,63,26.900000000000006
0,65,20,49,12,7,1,52,5,66,3,32,29,23,26.000000000000004
14,37,15,20,7,18,17,15,12,27,10,76,45,12,23.566666666666666
17,55,16,66,11,37,3,78,20,53,13,11,86,3,34.233333333333334
0,20,12,2,19,42,10,50,6,57,14,38,94,35,30.9
15,54,9,19,19,45,11,58,10,12,3,44,96,97,39.233333333333334
6,58,20,36,19,20,1,75,16,27,5,52,97,22,34.23333333333334
17,35,10,44,18,48,3,27,2,6,8,0,65,91,30.133333333333333
12,16,14,42,16,15,15,3,13,67,9,77,97,60,35.63333333333333
11,44,3,67,13,32,4,49,14,26,17,36,41,79,33.06666666666667
7,14,13,39,20,17,9,34,7,57,1,38,33,66,26.96666666666667
7,14,18,38,20,21,9,3,17,15,12,7,16,88,22.46666666666667
5,19,12,38,11,34,15,74,15,59,8,33,79,86,38.03333333333334
10,11,20,4,11,78,8,11,8,72,8,7,15,38,21.833333333333336
2,58,16,45,0,56,7,36,10,65,16,15,75,83,37.53333333333333
12,52,19,24,20,8,11,35,9,11,20,6,21,94,26.633333333333333
19,73,3,79,20,27,11,69,4,47,8,62,58,59,39.833333333333336
9,24,3,75,1,23,13,50,18,30,11,51,9,38,25.233333333333334
7,75,7,65,5,54,3,53,11,62,7,67,84,41,40.233333333333334
17,21,15,42,10,6,15,65,4,80,7,43,23,70,30.966666666666672
14,45,12,59,11,41,1,57,10,6,9,37,56,76,33.333333333333336
15,39,20,12,1,44,0,63,12,80,2,40,70,45,33.36666666666667
0,65,4,35,6,37,16,16,16,58,10,35,14,22,23.466666666666665
0,22,14,64,6,55,18,27,7,58,9,24,88,12,30.26666666666667
2,31,20,16,10,46,3,3,5,5,7,54,60,15,20.96666666666667
8,73,19,44,1,2,14,17,17,61,3,78,41,98,36.366666666666674
19,35,7,16,5,72,4,46,16,35,17,77,24,21,27.766666666666673
14,46,2,40,9,73,4,27,12,17,7,5,83,6,25.96666666666667
18,68,0,3,13,73,17,14,19,27,8,65,46,72,33.46666666666667
20,13,5,38,19,72,4,49,19,0,12,29,89,78,35.366666666666674
12,47,10,68,11,72,2,4,12,45,6,25,63,90,36.233333333333334
12,5,8,77,9,2,16,8,7,70,16,17,48,22,23.46666666666667
2,51,16,57,6,68,1,11,4,78,12,28,36,66,32.46666666666667
5,35,2,47,4,72,1,66,16,54,16,24,25,77,33.0
7,52,7,49,3,63,1,27,8,78,0,27,74,2,29.066666666666666
4,3,10,17,6,39,19,33,16,40,1,22,24,12,17.6
4,69,14,34,18,24,20,0,14,30,0,61,35,71,29.800000000000004
4,0,7,6,0,39,3,25,16,24,16,38,13,61,19.26666666666667
13,44,5,25,1,70,9,6,9,34,8,3,15,3,16.933333333333334
15,77,20,56,0,77,13,23,0,37,0,51,70,3,31.900000000000002
1,22,18,0,12,19,14,77,0,34,7,76,78,75,33.96666666666667
4,39,13,37,4,35,20,27,2,76,4,27,33,30,25.5
15,56,15,20,20,31,0,15,3,62,15,8,2,3,17.833333333333336
18,33,1,63,2,75,3,77,6,31,0,22,12,60,29.266666666666666
3,80,11,40,11,35,10,59,3,53,17,33,7,5,24.866666666666667
3,26,1,32,10,22,10,79,13,4,9,63,42,85,30.833333333333332
8,77,20,17,8,44,16,51,17,66,0,6,9,61,29.000000000000004
14,59,20,39,9,4,0,19,0,72,4,9,90,60,31.6
20,65,12,78,1,15,10,31,14,23,4,56,47,93,35.93333333333334
20,70,5,46,16,73,8,46,0,79,2,51,80,91,44.833333333333336
6,76,11,1,1,42,4,34,15,36,10,50,38,21,24.966666666666672
8,69,15,8,2,5,16,31,13,28,14,0,18,99,25.633333333333333
10,4,6,36,2,7,16,39,2,42,19,4,17,13,15.466666666666669
11,61,6,62,14,61,0,79,5,25,12,62,66,90,42.13333333333333
0,60,7,21,19,58,0,40,6,74,12,24,83,55,35.2
14,47,20,37,2,68,9,16,1,44,4,68,87,76,38.300000000000004
8,45,12,26,2,11,8,68,7,10,11,35,66,33,26.1
1,2,9,66,19,65,8,55,8,12,17,61,71,40,32.63333333333334
14,23,19,7,11,9,1,8,10,31,17,69,69,38,25.3
20,77,13,60,15,50,9,66,0,3,11,65,45,83,38.733333333333334
3,77,6,59,15,32,7,25,3,37,4,9,38,43,26.56666666666667
15,17,0,68,16,78,10,24,20,47,13,35,9,58,29.566666666666666
16,68,10,60,0,48,18,17,7,19,3,32,100,24,32.266666666666666
1,13,20,50,8,21,14,22,7,63,5,61,64,16,27.000000000000007
13,33,18,38,0,25,2,64,12,61,1,41,72,31,30.833333333333332
5,9,9,72,12,37,3,7,20,13,17,74,57,91,33.333333333333336
12,30,6,25,4,44,4,52,5,44,14,51,25,33,25.200000000000003
16,12,19,6,6,16,20,60,15,24,0,33,79,90,32.03333333333333
11,7,6,14,0,20,20,39,20,0,0,22,92,44,24.200000000000003
18,79,3,52,15,33,12,7,4,54,18,38,74,52,34.800000000000004
5,68,16,49,0,78,10,27,17,36,19,7,17,74,31.233333333333334
15,51,19,78,12,12,11,28,19,21,13,52,19,92,33.16666666666667
8,7,20,11,15,64,6,34,9,15,12,72,57,23,26.200000000000003
5,46,13,1,13,23,0,26,7,61,2,41,96,45,29.96666666666667
11,80,20,76,8,75,16,38,14,58,2,7,94,5,36.9
0,63,11,26,1,71,8,71,12,54,8,43,17,46,30.833333333333336
1,62,20,54,4,65,12,50,6,7,8,23,9,37,25.400000000000002
11,1,9,16,5,43,4,2,3,13,11,49,70,82,26.333333333333336
4,21,3,71,9,48,15,12,15,12,17,41,94,8,28.066666666666666
14,61,5,35,10,61,10,54,18,6,8,15,96,57,35.1
18,45,7,32,4,78,5,30,9,44,11,57,83,4,31.366666666666667
1,50,16,79,7,28,13,10,8,3,6,45,94,66,33.733333333333334
6,14,16,27,20,37,9,79,0,46,15,69,54,27,30.633333333333336
9,34,4,77,18,36,16,62,13,79,9,41,13,37,31.53333333333334
2,17,17,48,4,24,17,62,1,77,13,59,57,24,30.833333333333336
7,77,19,58,2,55,3,70,1,11,5,11,45,64,32.166666666666664
12,29,5,39,9,78,6,11,12,43,0,15,30,13,21.56666666666667
3,15,20,36,19,66,5,56,9,9,2,11,29,82,27.833333333333336
9,24,14,37,13,36,7,5,1,3,0,77,54,29,23.366666666666667
0,60,3,15,5,28,4,13,19,24,19,24,37,84,26.366666666666667
19,80,6,40,20,65,14,1,6,70,17,43,19,25,29.800000000000004
20,77,9,28,6,13,10,47,3,35,13,57,5,17,23.400000000000002
2,40,3,1,1,17,3,4,4,26,12,51,83,96,28.833333333333336
1,77,8,66,5,59,1,51,1,44,19,78,37,92,40.233333333333334
18,14,10,62,14,15,12,49,11,79,8,32,67,58,34.1
16,45,18,16,18,42,16,68,18,59,10,45,30,11,28.833333333333336
6,51,4,61,11,73,2,8,17,41,10,53,1,26,25.16666666666667
14,21,1,57,4,35,15,13,8,40,7,45,87,82,34.233333333333334
8,9,14,79,11,70,17,24,19,51,2,59,48,35,32.5
18,10,13,42,0,8,1,79,0,21,20,44,29,21,22.06666666666667
4,45,10,63,16,70,16,24,5,67,1,65,57,74,38.833333333333336
15,26,5,64,11,65,3,23,20,5,3,29,24,85,28.833333333333336
9,61,11,77,17,9,12,21,2,68,6,1,23,40,25.900000000000002
14,71,14,60,6,20,6,16,17,27,11,66,67,85,37.06666666666667
13,67,0,58,10,43,12,18,16,75,13,79,70,5,34.43333333333334
19,33,11,32,13,30,18,58,9,11,3,48,44,68,30.2
14,52,12,5,9,25,12,33,1,59,15,54,16,13,22.300000000000004
14,18,20,45,15,67,8,5,2,35,11,28,68,59,30.56666666666667
9,33,18,64,20,3,20,54,16,5,3,15,89,55,31.733333333333334
14,48,20,11,19,33,15,77,10,23,5,19,42,62,30.0
9,70,9,28,18,66,5,42,1,35,11,9,14,100,31.6
14,9,6,21,17,15,0,76,20,75,1,36,81,77,35.13333333333333
11,75,5,38,11,24,1,15,3,79,13,66,71,40,33.833333333333336
17,56,18,14,14,61,12,69,14,60,15,29,38,27,31.766666666666666
7,4,13,36,10,0,15,32,9,22,3,6,24,26,15.466666666666669
4,1,14,48,8,16,19,41,15,47,1,72,10,28,22.866666666666667
8,61,18,79,13,35,17,31,14,55,6,51,99,56,41.36666666666667
7,9,18,46,17,46,11,70,19,7,9,24,61,50,29.96666666666667
6,47,18,32,2,36,20,45,8,34,17,17,42,62,29.2
18,1,7,29,0,27,6,51,13,67,3,73,5,94,29.56666666666667
14,54,6,46,14,19,14,47,5,76,14,44,47,5,28.73333333333333
14,51,13,75,9,43,17,78,10,18,14,35,17,49,31.733333333333334
0,14,8,17,2,14,4,29,19,24,2,71,1,44,18.1
14,58,15,48,18,47,18,42,7,65,15,31,8,55,31.500000000000004
12,64,11,21,11,8,19,38,16,38,6,16,88,97,35.833333333333336
20,76,17,10,8,43,14,32,11,56,10,18,95,0,30.5
13,21,4,1,18,35,4,4,0,54,20,45,52,95,29.3
16,0,13,24,11,72,19,74,14,48,19,39,78,54,36.46666666666667
3,12,0,51,12,9,19,40,5,57,3,8,23,66,23.500000000000004
9,8,5,22,0,8,18,67,4,65,1,30,78,76,31.200000000000003
2,77,13,41,17,76,0,33,11,36,15,54,58,17,32.50000000000001
3,8,0,29,18,2,2,9,13,53,10,30,93,89,30.0
9,30,10,12,5,69,5,26,7,49,20,13,14,34,21.799999999999997
4,41,13,19,2,46,1,33,17,68,10,61,63,46,31.900000000000002
